symbol,sector,pe_ratio,market_cap,revenue_growth,industry,forward_pe,enterprise_value,earnings_growth,profit_margin,operating_margin,return_on_equity,return_on_assets,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,shares_outstanding,float_shares,short_ratio,book_value,price_to_book,price_to_sales,enterprise_to_revenue,enterprise_to_ebitda,last_updated,error
KHYB,,10.175955,,,,,,,,,,,,,,10.01,,,,,,,,,,,2025-07-30T21:47:25.667987,
KIDS,Healthcare,,551605632.0,0.173,Medical Devices,-21.209526,572713728.0,,-0.19146,-0.20875,-0.113350004,-0.042340003,23.01,6.187,2.74,,0.0,1.098,24769000.0,16572723.0,8.93,13.982,1.5927621,2.5963655,2.696,-49.206,2025-07-30T21:47:25.767829,
KIDZ,Consumer Defensive,,29615940.0,-0.078,Education & Training Services,,42268980.0,,0.0,-0.36262,,-0.03766,,0.024,0.023,,0.0,-0.334,18058500.0,,0.65,-0.597,-2.7470686,-427.54968,-610.215,,2025-07-30T21:47:25.849190,
KIDZW,Consumer Defensive,,,-0.078,Education & Training Services,,,,0.0,-0.36262,,-0.03766,,0.024,0.023,,,-0.365,,,,-0.597,-0.20586264,,,,2025-07-30T21:47:31.465099,
KIE,,14.578062,,,,,,,,,,,,,,1.55,,,,,,,,,,,2025-07-30T21:47:31.552430,
KIM,Real Estate,28.855265,14835557376.0,0.065,REIT - Retail,31.328573,23039911936.0,,0.26793,0.33567002,0.05208,0.02163,75.54,1.789,1.785,4.56,1.2895,1.26,676496000.0,660686581.0,3.84,15.582,1.4073932,7.1673374,11.131,18.334,2025-07-30T21:47:31.654327,
KIM$L,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:31.266503,HTTP Error 404: 
KIM$M,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:31.357358,HTTP Error 404: 
KIM$N,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:34.177375,HTTP Error 404: 
KIND,Communication Services,,719265408.0,0.019,Internet Content & Information,-11.058824,405138336.0,,-0.36952,-0.49862,-0.18773001,-0.09787,8.879,15.787,15.355,,0.0,1.189,234707008.0,216116567.0,2.69,1.139,1.6505706,2.8966897,1.632,-4.751,2025-07-30T21:47:34.964644,
KINS,Financial Services,9.791411,223532576.0,0.412,Insurance - Property & Casualty,12.870968,191406608.0,1.25,0.122530006,0.1014,0.35291,0.05173,6.525,0.71,0.335,0.31,0.0,0.572,14005800.0,11580973.0,2.42,5.975,2.6711297,1.3158597,1.127,6.057,2025-07-30T21:47:34.862000,
KIO,Financial Services,31.024391,519874048.0,,Asset Management,,,,0.0,0.0,,,,,,11.46,3.5561,,40870600.0,,0.25,,,,,,2025-07-30T21:47:35.165577,
KIRK,Consumer Cyclical,,37285924.0,-0.112,Home Improvement Retail,-1.8444445,205384096.0,,-0.060599998,-0.12878,,-0.0452,,0.858,0.04,,0.0,2.384,22461400.0,11522240.0,8.45,-0.722,-2.2991688,0.086487986,0.476,-26.632,2025-07-30T21:47:35.258969,
KITT,Industrials,0.0425299,35079048.0,-0.644,Aerospace & Defense,-3.4244444,55453312.0,,0.0,-35.48291,,-0.37589002,2038.802,0.779,0.593,,0.0,-0.045,37939700.0,32514798.0,2.16,0.043,21.502325,23.2562,36.764,-2.563,2025-07-30T21:47:35.461612,
KITTW,Industrials,,,-0.644,Aerospace & Defense,,,,0.0,-35.48291,,-0.37589002,2038.802,0.779,0.593,,,-0.08,,32514052.0,,0.043,1.7372092,,,,2025-07-30T21:47:36.038534,
KJAN,,17.767303,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:47:36.423745,
KJUL,,17.712858,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:47:36.621813,
KJUN,,17.717009,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:47:36.825417,
KKR,Financial Services,64.80687,139706712064.0,-0.576,Asset Management,24.87644,189634019328.0,,0.10873,0.17134,0.07145,0.01263,74.627,1.699,1.639,0.49,0.3017,1.882,890641984.0,682623580.0,3.15,28.063,5.3807507,6.879154,9.338,,2025-07-30T21:47:36.912258,
KKR$D,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:38.563698,HTTP Error 404: 
KKRS,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:39.163486,
KKRT,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:39.452349,
KLAC,Technology,33.33661,121144664064.0,0.298,Semiconductor Equipment & Materials,27.912554,123205599232.0,0.842,0.31993,0.42453998,1.04097,0.19229001,152.049,2.544,1.608,0.83,0.2292,1.416,132241000.0,131951821.0,3.04,30.284,30.249968,10.488574,10.667,24.464,2025-07-30T21:47:39.659692,
KLC,Consumer Defensive,,1174159616.0,0.021,Education & Training Services,15.546875,3446991872.0,,-0.026129998,0.0743,-0.10049,0.00659,271.801,0.605,0.494,,0.0,,118006000.0,31607994.0,3.79,7.499,1.3268435,0.4386743,1.288,19.006,2025-07-30T21:47:39.747585,
KLG,Consumer Defensive,35.46154,1991785088.0,-0.062,Packaged Foods,16.582733,2677355776.0,-0.459,0.0214,0.05128,0.17702,0.067880005,219.266,0.78,0.31,2.86,0.99230003,,86411504.0,74837227.0,2.07,3.796,6.072181,0.7476671,1.005,9.138,2025-07-30T21:47:39.948367,
KLIC,Technology,94.21622,1839537792.0,-0.059,Semiconductor Equipment & Materials,18.843243,1294297472.0,,0.03112,0.01181,0.022920001,0.04547,4.198,5.181,4.127,2.35,2.1892,1.548,52769300.0,50901841.0,3.74,16.295,2.1393065,2.6618345,1.873,11.906,2025-07-30T21:47:40.525142,
KLIP,,16.181898,,,,,,,,,,,,,,36.62,,,,,,,,,,,2025-07-30T21:47:40.915419,
KLMN,,27.726702,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:41.216595,
KLMT,,23.088615,,,,,,,,,,,,,,1.76,,,,,,,,,,,2025-07-30T21:47:41.315415,
KLRS,Healthcare,,50309456.0,,Biotechnology,-1.1161826,-50655496.0,,0.0,0.0,,,,14.307,14.137,,0.0,,18702400.0,4289774.0,3.17,3.415,0.78770137,,,,2025-07-30T21:47:41.427792,
KLTO,Healthcare,,50594976.0,,Biotechnology,,32396664.0,,0.0,0.0,-15.444361,-1.51411,276.796,0.294,0.242,,0.0,2.566,36494400.0,24709058.0,0.28,0.022,43.636364,,,,2025-07-30T21:47:41.798691,
KLTOW,Healthcare,,,,Biotechnology,,,,0.0,0.0,-15.444361,-1.51411,276.796,0.294,0.242,,,0.137,,19867069.0,,0.022,9.322727,,,,2025-07-30T21:47:42.387757,
KLTR,Technology,,281122784.0,0.049,Software - Application,-183.00002,266756096.0,,-0.117939994,-0.03356,-0.8929,-0.0617,214.268,1.058,0.847,,0.0,1.093,153619008.0,88513834.0,2.15,0.147,12.44898,1.5538514,1.474,-21.993,2025-07-30T21:47:42.680121,
KLXE,Energy,,33527948.0,-0.118,Oil & Gas Equipment & Services,-1.3172413,335628000.0,,-0.08525,-0.10714,,-0.02681,,1.509,1.054,,0.0,0.97,17553900.0,11375301.0,5.82,-1.511,-1.2640635,0.04869002,0.487,4.303,2025-07-30T21:47:42.771342,
KLXY,,24.210272,,,,,,,,,,,,,,0.53,,,,,,,,,,,2025-07-30T21:47:42.966646,
KMAR,,17.74384,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:43.162664,
KMAY,,17.701172,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:43.943040,
KMB,Consumer Defensive,17.429155,42449219584.0,-0.06,Household & Personal Products,16.76671,49293225984.0,-0.11,0.12482,0.16941999,2.0706,0.115430005,595.098,0.763,0.396,3.94,0.6703,0.364,331816000.0,330651361.0,2.1,3.318,38.55636,2.1494365,2.496,12.77,2025-07-30T21:47:44.143354,
KMDA,Healthcare,26.82143,441041280.0,0.166,Drug Manufacturers - Specialty & Generic,24.225807,360128576.0,0.75,0.09604,0.17708999,0.06444,0.04143,4.405,3.304,1.931,,0.0,0.164,57505000.0,9044715.0,1.22,4.449,1.6880199,2.6372545,2.153,9.867,2025-07-30T21:47:44.334455,
KMI,Energy,22.852457,61951590400.0,0.132,Oil & Gas Midstream,22.126984,95986524160.0,0.241,0.17058,0.28500998,0.08875,0.03827,102.275,0.684,0.424,4.2,0.9467,0.751,2222080000.0,1937051720.0,2.81,13.847,2.0134325,3.8794909,6.011,14.282,2025-07-30T21:47:44.437941,
KMID,,31.804651,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:44.621091,
KMLI,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:45.114123,
KMLM,,9.985612,,,,,,,,,,,,,,0.87,,,,,,,,,,,2025-07-30T21:47:45.797867,
KMPB,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:45.890138,
KMPR,Financial Services,11.254206,3853132800.0,0.044,Insurance - Property & Casualty,9.968543,4687733760.0,0.4,0.07383,0.114420004,0.123380005,0.02537,52.653,0.99,0.988,2.13,0.2336,1.271,63994900.0,60925075.0,3.09,45.603,1.3203079,0.8217212,1.0,8.358,2025-07-30T21:47:45.982144,
KMRK,Consumer Cyclical,35.0,29540000.0,0.215,Leisure,,23035594.0,-0.025,0.047270004,0.05096,,,47.516,1.608,1.582,,0.0,,16600000.0,4251195.0,,0.148,9.459459,1.5288411,1.192,22.38,2025-08-01T16:52:12.545225,
KMT,Industrials,18.275362,1922611328.0,-0.057,Tools & Accessories,15.284848,2520500480.0,0.706,0.054530002,0.10256,0.088070005,0.04586,51.083,2.438,0.935,3.17,0.5797,1.389,76233600.0,75234904.0,2.85,16.225,1.5543913,0.96434045,1.264,7.872,2025-07-30T21:47:46.086977,
KMTS,Healthcare,,847253568.0,0.714,Medical Instruments & Supplies,-6.594724,653968832.0,,-1.9027699,-2.7976599,-1.3147099,-0.38916,21.572,6.723,6.469,,0.0,,51348700.0,23884827.0,4.52,4.0,4.125,14.164567,10.933,-6.645,2025-07-30T21:47:46.580493,
KMX,Consumer Cyclical,16.31768,8864752640.0,0.062,Auto & Truck Dealerships,15.668435,28088920064.0,0.423,0.01948,0.03858,0.08969,0.01969,309.961,2.394,0.203,,0.0,1.379,150072000.0,149209237.0,3.46,41.751,1.4148164,0.30916333,0.98,24.095,2025-07-30T21:47:47.080524,
KN,Technology,6.492212,1789897600.0,,Electronic Components,17.512604,1897597696.0,,0.04404,0.12611,0.03602,0.03282,28.267,2.002,1.222,,0.0,1.417,85887600.0,84261754.0,4.65,8.687,2.3989868,3.1786494,3.37,20.559,2025-07-30T21:47:47.357111,
KNCT,,24.196562,,,,,,,,,,,,,,1.11,,,,,,,,,,,2025-07-30T21:47:47.452973,
KNDI,Consumer Cyclical,,104042696.0,0.333,Recreational Vehicles,8.066667,107757520.0,,-0.39583,-0.88791,-0.1353,-0.05757,12.859,2.946,1.78,,0.0,0.972,85985696.0,71211609.0,13.29,4.033,0.3000248,0.81557584,0.845,-3.283,2025-07-30T21:47:47.556935,
KNF,Basic Materials,25.71698,4633033216.0,0.072,Building Materials,19.99511,5765593088.0,,0.06179,-0.21884,0.13753,0.06567,86.58,2.939,1.095,,0.0,0.8,56652400.0,56266558.0,3.86,24.846,3.2914753,1.5850886,1.973,12.875,2025-07-30T21:47:47.915145,
KNG,,24.085424,,,,,,,,,,,,,,5.74,,,,,,,,,,,2025-07-30T21:47:48.286004,
KNGZ,,18.561016,,,,,,,,,,,,,,2.58,,,,,,,,,,,2025-07-30T21:47:51.810842,
KNO,,20.99937,,,,,,,,,,,,,,1.38,,,,,,,,,,,2025-07-30T21:47:51.911866,
KNOP,Energy,33.2381,243865840.0,0.097,Oil & Gas Midstream,16.61905,1209272320.0,0.49,0.0444,0.26293,0.02313,0.03309,153.927,0.343,0.239,1.49,0.48549998,-0.115,34045100.0,24383231.0,2.54,15.222,0.45854685,0.76201886,3.779,6.641,2025-07-30T21:48:07.185590,
KNOV,,17.758272,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:52.128290,
KNOW,,20.308771,,,,,,,,,,,,,,1.59,,,,,,,,,,,2025-07-30T21:47:52.201716,
KNRG,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:52.971600,
KNSA,Healthcare,607.4,2216129280.0,0.443,Drug Manufacturers - Specialty & Generic,55.21818,,,0.0090499995,0.12857,,,2.167,,,,0.0,,42336200.0,32225711.0,2.48,6.046,5.023156,4.1866527,,,2025-07-30T21:47:53.258657,
KNSL,Financial Services,23.529259,10493155328.0,0.222,Insurance - Property & Casualty,25.089136,10505004032.0,0.451,0.25917998,0.36365002,0.2998,0.07208,10.697,0.208,0.093,0.15,0.0334,1.191,23300000.0,22070693.0,7.03,73.933,6.091326,6.088664,6.096,18.082,2025-07-30T21:47:53.369759,
KNTK,Energy,45.48421,2632461056.0,0.298,Oil & Gas Midstream,18.545065,11827439616.0,-0.617,0.14392,0.04341,0.082159996,0.0167,129.398,0.663,0.277,7.22,3.2210999,0.995,60922500.0,43549219.0,3.13,-41.851,-1.0324723,1.6610705,7.463,22.601,2025-07-30T21:47:53.452139,
KNW,Technology,,17393736.0,,Scientific & Technical Instruments,-10.086956,22212172.0,,0.0,0.0,,-2.55827,,0.067,0.067,,0.0,1.705,7497300.0,5853450.0,0.52,-1.662,-1.3959086,,,-1.861,2025-07-30T21:47:54.218294,
KNX,Industrials,42.509804,7026488320.0,0.008,Trucking,20.647621,9957256192.0,0.673,0.02219,0.04519,0.023,0.01407,43.956,0.889,0.679,1.66,0.6667,1.179,162050000.0,157124395.0,2.88,43.944,0.98671037,0.9460406,1.341,9.298,2025-07-30T21:47:54.503522,
KO,Consumer Defensive,24.602837,298588602368.0,0.014,Beverages - Non-Alcoholic,23.360268,336101441536.0,0.573,0.25887,0.34662998,0.42369998,0.089329995,166.367,1.213,0.841,2.94,0.7057,0.45,4303669760.0,3870718326.0,1.87,6.641,10.447222,6.3445797,7.142,21.301,2025-07-30T21:47:54.616015,
KOCG,,21.472351,,,,,,,,,,,,,,0.88,,,,,,,,,,,2025-07-30T21:47:54.695287,
KOCT,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:47:55.465201,
KOD,Healthcare,,411555296.0,,Biotechnology,-2.0526316,339304256.0,,0.0,0.0,-1.08921,-0.34098998,62.144,4.621,4.497,,0.0,2.277,52763500.0,32344470.0,6.61,2.069,3.7699373,,,-1.872,2025-07-30T21:47:55.752631,
KODK,Industrials,14.416667,558991424.0,-0.008,Specialty Business Services,,1130136064.0,,0.06052,0.05668,0.06475,0.04289,65.006,2.211,1.195,,0.0,3.745,80779104.0,71209848.0,5.55,6.968,0.9931114,0.53697544,1.086,6.458,2025-07-30T21:47:55.871484,
KOF,Consumer Defensive,13.732674,18025119744.0,0.05,Beverages - Non-Alcoholic,12.705343,234405740544.0,-0.052,0.08165,0.13104,0.17594999,0.078590006,61.424,1.116,0.853,4.11,0.5791,0.611,210083008.0,525208068.0,1.48,651.829,0.12767152,0.062411595,0.812,4.798,2025-07-30T21:47:55.943472,
KOID,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:47:56.712233,
KOKU,,24.515894,,,,,,,,,,,,,,1.55,,,,,,,,,,,2025-07-30T21:47:57.000588,
KOLD,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:47:57.111925,
KOMP,,23.124315,,,,,,,,,,,,,,0.96,,,,,,,,,,,2025-07-30T21:47:57.188360,
KONG,,24.043516,,,,,,,,,,,,,,0.75,,,,,,,,,,,2025-07-30T21:47:57.960244,
KOOL,,23.822695,,,,,,,,,,,,,,0.44,,,,,,,,,,,2025-07-30T21:47:58.241427,
KOP,Basic Materials,28.420166,676741568.0,-0.083,Specialty Chemicals,7.6515837,1715440512.0,,0.01243,0.102299996,0.04305,0.06434,215.232,2.638,0.911,0.95,0.24370001,1.486,20010100.0,18967543.0,3.84,24.896,1.3584511,0.32995686,0.836,6.667,2025-07-30T21:47:58.373773,
KOPN,Technology,,281664000.0,0.05,Electronic Components,-25.714285,252065296.0,,-0.28409,-0.37083,-1.12745,-0.1545,9.367,1.395,1.174,,0.0,2.85,156480000.0,141990181.0,3.63,0.132,13.636363,5.540094,4.958,-18.379,2025-07-30T21:47:58.432978,
KORE,Communication Services,,40926840.0,-0.05,Telecom Services,-1.7536764,471294752.0,,-0.50804,-0.03404,,-0.03916,,1.232,1.041,,0.0,1.707,17160100.0,6882386.0,7.98,-6.741,-0.35380507,0.14500003,1.67,19.224,2025-07-30T21:47:59.211660,
KORP,,,,,,,,,,,,,,,,4.94,,,,,,,,,,,2025-07-30T21:47:59.496640,
KORU,,10.741974,,,,,,,,,,,,,,1.3,,,,,,,,,,,2025-07-30T21:47:59.616205,
KOS,Energy,,1108980864.0,-0.307,Oil & Gas E&P,3.4626863,3925096960.0,,-0.00804,-0.14526,-0.011469999,0.02762,260.969,0.762,0.37,,0.0,1.439,478008992.0,460757715.0,3.81,2.298,1.0095735,0.71692663,2.537,5.245,2025-07-30T21:47:59.693679,
KOSS,Technology,,52316964.0,0.054,Consumer Electronics,,41875068.0,,-0.06052,-0.18663,-0.024349999,-0.02696,8.483,10.321,7.509,,0.0,-1.574,9375800.0,6343007.0,2.91,3.273,1.704858,4.2077894,3.368,-30.059,2025-07-30T21:48:00.456634,
KOYN,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-01T16:52:12.756180,HTTP Error 404: 
KPDD,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:48:00.746273,
KPLT,Technology,,54145056.0,0.106,Software - Infrastructure,-2.8906605,161329744.0,,-0.12214,0.11256,,0.11965,,0.616,0.043,,0.0,1.485,4266750.0,3883886.0,5.42,-11.528,-1.100798,0.21310322,0.635,0.986,2025-07-30T21:48:00.858392,
KPLTW,Technology,,,0.106,Software - Infrastructure,,,,-0.12214,0.11256,,0.11965,,0.616,0.043,,,1.524,,4147383.0,,-11.528,-0.00079805695,,,,2025-07-30T21:48:00.938187,
KPRO,,15.822738,,,,,,,,,,,,,,3.48,,,,,,,,,,,2025-07-30T21:48:01.706042,
KPRX,Healthcare,,8340176.0,,Biotechnology,-1.2286996,-15606659.0,,0.0,-484.21216,-0.41127998,-0.15832,0.671,5.139,4.961,,0.0,-0.659,3043860.0,2074267.0,0.81,7.898,0.3469233,417.0088,-780.333,1.614,2025-07-30T21:48:02.103293,
KPTI,Healthcare,,35682788.0,-0.094,Biotechnology,-5.8169017,225943808.0,,-0.43991002,-1.10798,,-0.44759,,1.331,1.164,,0.0,0.246,8639900.0,7887368.0,12.69,-24.029,-0.17187566,0.25106445,1.59,-1.905,2025-07-30T21:48:02.104842,
KQQQ,,35.302612,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:48:02.182360,
KR,Consumer Defensive,18.882833,45818109952.0,-0.006,Grocery Stores,15.131005,70680403968.0,-0.882,0.01758,0.01993,0.24239,0.05525,229.201,0.948,0.413,2.02,0.3406,0.579,661155968.0,740557400.0,3.75,12.338,5.6167936,0.3117472,0.481,8.855,2025-07-30T21:48:02.951322,
KRBN,,,,,,,,,,,,,,,,7.02,,,,,,,,,,,2025-07-30T21:48:03.344101,
KRC,Real Estate,20.826086,4577132544.0,0.033,REIT - Office,29.705427,9292635136.0,0.39,0.19285999,0.32134998,0.04381,0.01888,84.487,2.876,1.869,5.64,1.1739,1.212,118294000.0,107561185.0,8.48,45.365,0.84470403,4.0254345,8.173,14.162,2025-07-30T21:48:03.562762,
KRE,,13.587668,,,,,,,,,,,,,,2.63,,,,,,,,,,,2025-07-30T21:48:03.642636,
KREF,Real Estate,,607503936.0,,REIT - Mortgage,8.809525,5802252288.0,,-0.53771996,2.18738,-0.01764,-0.00349,381.33,13.822,12.463,10.81,5.8824,0.949,65676100.0,54385091.0,3.64,14.036,0.65901965,15.039832,143.645,,2025-07-30T21:48:04.016372,
KREF$A,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:48:06.491957,HTTP Error 404: 
KRG,Real Estate,329.7143,5185199104.0,0.069,REIT - Retail,65.942856,8099446784.0,0.8,0.01594,0.24209,0.00408,0.01733,88.363,1.525,0.732,4.68,11.1429,1.099,219812000.0,218034018.0,6.57,14.867,1.5524316,6.0563083,9.46,16.255,2025-07-30T21:48:06.992359,
KRKR,Communication Services,,10215881.0,-0.377,Advertising Agencies,86.395004,5042801664.0,,-0.59128,-0.04849,-0.74077004,-0.13222,25.035,1.2,1.099,,0.0,0.69,1778610.0,655193005.0,4.05,58.84,0.088098235,0.044211194,21.824,-67.059,2025-07-30T21:48:07.074184,
KRMA,,24.729408,,,,,,,,,,,,,,0.92,,,,,,,,,,,2025-07-30T21:48:07.673044,
KRMD,Healthcare,,160570688.0,0.175,Medical Instruments & Supplies,-38.666664,155565584.0,,-0.15098,-0.12922,-0.29873,-0.1309,22.825,2.436,1.924,,0.0,0.52,46141000.0,33825964.0,3.0,0.354,9.830508,4.5767837,4.434,-31.295,2025-07-30T21:48:07.771767,
KRMN,Industrials,1028.2,6802674176.0,0.206,Aerospace & Defense,86.23669,7101088768.0,,0.01595,0.09951,,,120.278,3.341,3.142,,0.0,,132322000.0,30278556.0,2.16,2.64,19.473484,18.77278,19.596,74.807,2025-07-30T21:48:08.274941,
KRNT,Industrials,,940998912.0,0.061,Specialty Industrial Machinery,48.279068,516658816.0,,-0.041939996,-0.25983,-0.011510001,-0.022950001,2.483,11.933,10.783,,0.0,1.88,45327500.0,41710057.0,4.55,15.738,1.3191003,4.556763,2.502,-29.763,2025-07-30T21:48:08.360148,
KRNY,Financial Services,14.595239,395857024.0,0.081,Banks - Regional,6.9659095,1472792704.0,,-0.47776002,0.24459,-0.08862001,-0.00909,,,,7.18,1.0476,0.702,64577000.0,59388379.0,2.04,11.956,0.51271325,2.672272,9.942,,2025-07-30T21:48:08.465339,
KRO,Basic Materials,7.166667,692516736.0,0.023,Specialty Chemicals,6.2061853,1250118656.0,1.248,0.050679997,0.086160004,0.11866,0.05189,68.253,2.617,0.874,3.32,0.4048,1.074,115036000.0,21530197.0,4.52,7.363,0.8176015,0.36484733,0.659,5.844,2025-07-30T21:48:11.909107,
KRON,Healthcare,,53652896.0,-0.26,Biotechnology,-0.6376812,-21992092.0,,0.0,-3.41953,-0.59493,-0.21726,30.182,12.93,12.658,,0.0,1.643,60969200.0,58898699.0,0.6,1.309,0.67226887,5.836912,-2.393,0.448,2025-07-30T21:48:12.026015,
KROP,,20.716606,,,,,,,,,,,,,,1.62,,,,,,,,,,,2025-07-30T21:48:12.127094,
KROS,Healthcare,,588110976.0,2544.133,Biotechnology,-2.540351,-114016808.0,,0.01962,0.71973,0.00712,-0.010140001,2.526,19.287,18.79,,0.0,1.262,40615400.0,28132673.0,10.63,17.969,0.80583227,2.7390563,-0.531,12.649,2025-07-30T21:48:12.219394,
KRP,Energy,376.50003,1624793344.0,0.025,Oil & Gas E&P,19.81579,2083283200.0,3.979,0.086160004,0.37407002,0.02767,0.0521,30.254,6.015,6.015,12.48,43.0,0.5,93396496.0,88329729.0,2.01,6.37,2.3642073,5.1930814,6.658,8.785,2025-07-30T21:48:12.315219,
KRRO,Healthcare,,142359824.0,,Biotechnology,-1.50099,72591856.0,,0.0,-9.81176,-0.60218,-0.29822,32.517,9.412,9.074,,0.0,,9390490.0,4888127.0,10.41,14.8,1.0243243,29.529106,15.057,-0.794,2025-07-30T21:48:13.169959,
KRT,Consumer Cyclical,18.36,552906816.0,0.084,Packaging & Containers,13.633664,603145344.0,0.036,0.07017,0.0753,0.19440001,0.080860004,62.86,2.862,1.476,6.54,1.0333,1.087,20076500.0,8629322.0,0.88,7.651,3.5995295,1.2839069,1.401,12.314,2025-07-30T21:48:13.466890,
KRUS,Consumer Cyclical,,1050476160.0,0.173,Restaurants,668.1539,1156012544.0,,-0.03482,-0.00219,-0.047670003,-0.0062,73.142,1.868,1.703,,0.0,1.677,11093900.0,6323921.0,4.52,18.779,4.6253796,3.9003744,4.292,119.906,2025-07-30T21:48:13.552270,
KRYS,Healthcare,36.470024,4394914304.0,0.949,Biotechnology,25.996582,3787727360.0,39.0,0.37175,0.41025,0.13898,0.0866,0.981,9.647,9.059,,0.0,0.672,28898700.0,22864347.0,8.51,34.073,4.463358,13.180209,11.359,27.87,2025-07-30T21:48:13.642380,
KSA,,16.148708,,,,,,,,,,,,,,3.7,,,,,,,,,,,2025-07-30T21:48:13.843015,
KSCP,Industrials,,50622880.0,0.294,Security & Protection Services,-0.66,33938276.0,,-2.7065701,-2.34076,-2.01304,-0.64669,30.865,2.272,1.953,,0.0,1.732,8185620.0,6083982.0,1.39,2.632,2.256839,4.414273,2.959,-1.347,2025-07-30T21:48:14.611457,
KSEP,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:48:14.804723,
KSPI,Technology,8.386341,16924148736.0,0.47,Software - Infrastructure,0.012634785,1169837568.0,0.148,0.38244998,0.59159,0.69214,0.15248,33.787,4.006,3.908,8.5,0.4663,-0.033,190784992.0,66345318.0,1.22,8959.998,0.009593752,0.006036765,0.0,0.001,2025-07-30T21:48:14.911575,
KSPY,,27.162502,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:48:15.091062,
KSS,Consumer Cyclical,10.72477,1309770880.0,-0.044,Department Stores,5.845,8527767040.0,,0.00753,0.01856,0.03188,0.02306,195.052,1.091,0.047,4.28,1.4908,1.684,112042000.0,110784571.0,6.44,33.741,0.34646273,0.08149396,0.531,6.85,2025-07-30T21:48:15.398931,
KSTR,,45.27231,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:48:15.946197,
KT,Communication Services,22.108696,9902447616.0,0.029,Telecom Services,6.1636367,9535628509184.0,0.44,0.02384,0.09997,0.03201,0.014680001,66.682,1.101,0.583,4.12,0.82699996,0.131,486846016.0,216129886.0,2.36,67781.15,0.00030008343,0.00037196837,0.358,2.158,2025-07-30T21:48:16.240893,
KTB,Consumer Cyclical,14.945946,3379800064.0,-0.013,Apparel Manufacturing,11.0,3814623232.0,-0.276,0.08817001,0.13954,0.56318,0.1424,185.514,2.781,1.465,3.42,0.50119996,1.137,55561400.0,54667389.0,5.38,7.697,7.9030795,1.3002846,1.468,9.02,2025-07-30T21:48:16.337846,
KTCC,Technology,,32178082.0,0.143,Computer Hardware,,139670992.0,-0.881,-0.01318,0.01081,-0.0511,0.0053100004,90.094,2.725,1.442,,0.0,1.057,10761900.0,10003374.0,1.62,11.113,0.26905426,0.066491745,0.289,10.182,2025-07-30T21:48:16.626618,
KTEC,,16.03417,,,,,,,,,,,,,,0.22,,,,,,,,,,,2025-07-30T21:48:16.814964,
KTF,Financial Services,9.606742,334927456.0,-0.012,Asset Management,,,3.198,1.27464,0.85555,0.0866,0.02399,50.655,0.472,0.472,8.56,0.6803,0.554,39172800.0,,1.19,10.331,0.8276062,12.346895,,,2025-07-30T21:48:17.400860,
KTH,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:48:17.608169,
KTN,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:48:17.794225,
KTOS,Industrials,439.15387,9612699648.0,0.092,Aerospace & Defense,96.76272,8789580800.0,2.134,0.01679,0.02181,0.014359999,0.01036,21.13,2.835,2.054,,0.0,1.058,168378000.0,150000073.0,1.73,9.049,6.3089848,8.274684,7.566,118.939,2025-07-30T21:48:18.080412,
KTTA,Healthcare,,5430091.0,,Biotechnology,-1.0274649,88811.0,,0.0,0.0,-0.82812,-0.46835998,,3.84,3.349,,0.0,0.255,7443580.0,6931236.0,1.01,4.798,0.15204252,,,-0.007,2025-07-30T21:48:18.276675,
