symbol,sector,pe_ratio,market_cap,revenue_growth,industry,forward_pe,enterprise_value,earnings_growth,profit_margin,operating_margin,return_on_equity,return_on_assets,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,shares_outstanding,float_shares,short_ratio,book_value,price_to_book,price_to_sales,enterprise_to_revenue,enterprise_to_ebitda,last_updated,error
MSTQ,,33.432636,,,,,,,,,,,,,,3.21,,,,,,,,,,,2025-08-17T23:29:02.208396,
MSTR,Technology,25.706667,103871135744.0,0.027,Software - Application,-851.907,114928787456.0,,10.366131,122.56298,0.18014999,0.115930006,16.307,0.679,0.543,,0.0,3.775,263912992.0,263278911.0,1.87,168.983,2.167792,224.67271,248.59,17.215,2025-08-17T23:29:02.392801,
MSTU,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:03.093014,
MSTX,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:03.388784,
MSTY,,,,,,,,,,,,,,,,147.21,,,,,,,,,,,2025-08-17T23:29:03.594830,
MSTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:03.784299,
MSW,Industrials,8.222222,19203000.0,0.145,Engineering & Construction,,26210626.0,,-0.16929,-0.41099,-5.7821,-0.26443002,786.746,1.077,1.077,,0.0,,12975000.0,2361061.0,0.21,0.076,19.473684,0.56727946,0.774,-4.971,2025-08-17T23:29:03.873585,
MT,Basic Materials,10.237805,25812209664.0,-0.02,Steel,8.374064,36003237888.0,2.75,0.041149996,0.00465,0.04595,0.014630001,24.317,1.397,0.423,1.64,0.1601,1.701,760489984.0,419531646.0,2.22,71.504,0.4696241,0.4257052,0.594,7.659,2025-08-17T23:29:04.565029,
MTA,Basic Materials,,394483424.0,2.08,Other Precious Metals & Mining,423.0,395897248.0,,-0.57786,0.08349,-0.01873,-0.00446,5.699,4.039,3.895,,0.0,1.628,92524800.0,78791506.0,1.38,2.724,1.5528635,48.296207,48.469,1075.808,2025-08-17T23:29:04.869687,
MTAL,Basic Materials,,1000370240.0,0.129,Copper,242.4,1241608832.0,,-0.23974001,0.17264,-0.19838,0.03478,74.484,1.117,0.963,,0.0,0.339,82538800.0,65907867.0,2.88,6.738,1.7987534,2.93591,3.644,8.311,2025-08-17T23:29:06.845422,
MTB,Financial Services,12.318212,29702047744.0,0.055,Banks - Regional,11.675061,25338103808.0,0.137,0.30346,0.42536,0.094890006,0.01285,,,,2.84,0.35,0.621,156268992.0,155448877.0,3.22,166.947,1.138505,3.3358097,2.846,,2025-08-17T23:29:07.137315,
MTB$H,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:06.941273,HTTP Error 404: 
MTB$J,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:08.896765,HTTP Error 404: 
MTBA,,,,,,,,,,,,,,,,6.02,,,,,,,,,,,2025-08-17T23:29:09.313309,
MTC,Technology,,25093708.0,,Software - Application,,54590584.0,,0.0,-0.40668,-1.25308,-0.01716,121.663,0.413,0.393,,0.0,0.313,25186900.0,25141528.0,0.83,1.056,0.9434659,13.431068,29.219,-18.114,2025-08-17T23:29:09.395924,
MTCH,Communication Services,18.950495,9211010048.0,-0.0,Internet Content & Information,15.435483,12385386496.0,0.007,0.15586,0.22451,,0.12614,,0.697,0.618,1.99,0.28219998,1.37,240622000.0,223619786.0,3.65,-0.955,-40.08377,2.6694124,3.589,12.901,2025-08-17T23:29:09.515251,
MTD,Healthcare,33.223797,27032891392.0,0.039,Diagnostics & Research,30.806103,29155041280.0,-0.059,0.21459,0.27371,,0.20823,,1.124,0.672,,0.0,1.346,20599000.0,20254006.0,4.48,-12.563,-104.46072,6.991337,7.54,24.593,2025-08-17T23:29:13.064588,
MTDR,Energy,6.8869314,5838768640.0,0.083,Oil & Gas E&P,5.8625,9564963840.0,-0.34,0.24346,0.3352,0.18054001,0.09028,58.96,0.854,0.624,2.67,0.1579,1.486,124494000.0,115650339.0,4.05,43.214,1.0852964,1.6662339,2.73,3.74,2025-08-17T23:29:13.184601,
MTEK,Technology,,18681530.0,-0.25,Electronic Components,,17426960.0,,-0.20298,-0.52351004,-0.19417,-0.0797,17.886,2.683,1.88,,0.0,0.784,7983560.0,4550153.0,0.71,0.728,3.2142856,3.0731492,2.867,-13.925,2025-08-17T23:29:28.832767,
MTEKW,Technology,,,-0.25,Electronic Components,,,,-0.20298,-0.52351004,-0.19417,-0.0797,17.886,2.683,1.88,,,0.784,,4550153.0,,0.728,0.32967034,,,,2025-08-17T23:29:13.320408,
MTEN,Industrials,,86520936.0,0.201,Metal Fabrication,,85864768.0,,-0.56116,-0.88378996,-0.71432996,-0.259,16.851,1.641,1.19,,0.0,,6839600.0,2739602.0,5.22,1.236,10.234628,8.549282,8.484,-18.705,2025-08-17T23:29:13.434746,
MTEX,Consumer Defensive,,17298464.0,-0.074,Food Distribution,,18141464.0,,-0.034590002,-0.05619,-0.55186003,-0.00892,106.774,1.109,0.33,,0.0,0.829,1900930.0,815005.0,0.44,3.137,2.9008608,0.15311763,0.161,23.169,2025-08-17T23:29:14.298295,
MTG,Financial Services,9.019672,6341687808.0,-0.003,Insurance - Specialty,9.895683,6692219392.0,0.052,0.62582,0.83809996,0.14849,0.09618,12.52,4.487,3.352,2.18,0.1705,0.895,230523008.0,226627176.0,2.19,22.111,1.2441771,5.204196,5.492,6.573,2025-08-17T23:29:14.629647,
MTGP,,,,,,,,,,,,,,,,4.17,,,,,,,,,,,2025-08-17T23:29:14.520088,
MTH,Consumer Cyclical,8.779931,5479019520.0,-0.04,Residential Construction,3.5582256,6432424448.0,-0.352,0.10268,0.111549996,0.12575,0.06639,35.753,12.723,2.028,2.23,0.18360001,1.292,71156096.0,69523816.0,2.26,74.051,1.0398239,0.88140273,1.035,7.986,2025-08-17T23:29:14.727570,
MTLS,Technology,47.0,305377440.0,-0.058,Software - Application,19.148148,242253392.0,-0.949,0.021189999,0.042090002,0.022769999,0.00993,21.518,2.16,1.781,,0.0,1.595,59067200.0,24248185.0,3.36,4.224,1.2239584,1.15002,0.912,11.461,2025-08-17T23:29:15.604287,
MTN,Consumer Cyclical,19.542675,5699549696.0,0.01,Resorts & Casinos,18.284863,8525272064.0,0.105,0.098050006,0.44066003,0.24160999,0.059710003,238.863,0.615,0.492,5.79,1.1312001,0.901,37152400.0,36663106.0,5.47,24.101,6.3652964,1.9265362,2.882,10.101,2025-08-17T23:29:15.838051,
MTNB,Healthcare,,12005272.0,,Biotechnology,-0.78666663,8010284.0,,0.0,0.0,-1.4645599,-0.42621,32.964,4.074,3.658,,0.0,,5086980.0,4712583.0,0.99,1.509,1.5639496,,,-0.668,2025-08-17T23:29:15.951450,
MTR,Energy,24.130869,10343111.0,-0.268,Oil & Gas E&P,,8255876.0,-0.124,0.67907,0.81151,0.12606,0.074200004,,11.837,11.837,3.46,0.8053,,1863590.0,1863590.0,0.71,1.687,3.2899227,17.822594,14.226,,2025-08-17T23:29:16.042400,
MTRA,,26.35085,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:16.928800,
MTRN,Basic Materials,145.36365,2319961856.0,0.014,Other Industrial Metals & Mining,18.531458,2816886784.0,0.33,0.00944,0.08587,0.01791,0.05012,56.193,3.17,0.919,0.5,0.7078,0.852,20726900.0,20485034.0,1.85,43.935,2.5476272,1.344458,1.632,13.378,2025-08-17T23:29:17.165957,
MTRX,Industrials,,404217728.0,0.206,Engineering & Construction,14.076924,240149712.0,,-0.0304,-0.024360001,-0.1426,-0.031889997,14.248,1.004,0.971,,0.0,1.118,27610500.0,26479849.0,4.14,5.459,2.68181,0.54446846,0.323,-14.416,2025-08-17T23:29:17.271469,
MTSI,Technology,,9166671872.0,0.323,Semiconductors,30.927135,9000148992.0,0.778,-0.0771,0.1494,-0.05965,0.03974,45.016,3.826,2.935,,0.0,1.375,74471296.0,64217330.0,4.32,16.966,7.2550983,10.108835,9.925,50.513,2025-08-17T23:29:17.357470,
MTSR,Healthcare,,3271443712.0,,Biotechnology,-9.3795185,2741574400.0,,0.0,0.0,,,0.237,5.259,5.189,,0.0,,105056000.0,64513555.0,9.81,4.283,7.2706046,,,-12.256,2025-08-17T23:29:18.155121,
MTUL,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-08-17T23:29:18.464628,
MTUM,,29.247673,,,,,,,,,,,,,,0.91,,,,,,,,,,,2025-08-17T23:29:18.581461,
MTUS,Basic Materials,,655003008.0,0.034,Steel,12.046154,480202400.0,-0.145,-0.02118,0.03546,-0.03127,-0.00879,2.319,2.029,1.16,,0.0,1.419,41826500.0,36271071.0,6.15,16.471,0.9507619,0.62215334,0.456,12.188,2025-08-17T23:29:18.780884,
MTVA,Healthcare,,15486592.0,,Biotechnology,,-2006402.0,,0.0,0.0,-1.29462,-0.53037,1.018,2.077,1.994,,0.0,0.255,24197800.0,9233642.0,0.73,0.398,1.6080402,,,0.1,2025-08-17T23:29:19.450325,
MTW,Industrials,7.3120003,324096192.0,-0.04,Farm & Heavy Construction Machinery,11.71795,832796224.0,0.0,0.021070002,0.019650001,0.07051,0.015039999,79.495,2.075,0.575,,0.0,2.075,35459100.0,34221230.0,6.3,19.214,0.4756948,0.15207216,0.391,7.79,2025-08-17T23:29:19.662450,
MTX,Basic Materials,6073.0,1905470592.0,-0.023,Specialty Chemicals,8.917768,2602871552.0,1.355,0.00102,0.14937,0.00337,0.04882,58.252,1.946,1.237,0.72,43.0,1.219,31376100.0,30950970.0,2.01,52.715,1.1520439,0.9234168,1.261,7.26,2025-08-17T23:29:19.884456,
MTZ,Industrials,52.916668,14029842432.0,0.197,Engineering & Construction,32.80443,16344738816.0,1.535,0.02036,0.04408,0.101789996,0.03582,88.598,1.221,1.114,,0.0,1.828,78908000.0,60238210.0,1.28,37.974,4.6821513,1.0752524,1.253,17.176,2025-08-17T23:29:20.078247,
MU,Technology,21.778378,135269244928.0,0.366,Semiconductors,9.391608,140670648320.0,4.602,0.1841,0.2332,0.13109,0.0655,31.948,2.755,1.8,0.38,0.0829,1.374,1119129984.0,1114861234.0,1.39,45.351,2.6652112,4.00051,4.16,8.963,2025-08-17T23:29:20.709162,
MUA,Financial Services,11.711111,405561280.0,0.113,Asset Management,,,-0.756,1.05337,0.83873004,0.077470005,0.02747,2.197,0.643,0.617,6.32,0.74,0.656,38478300.0,,0.92,11.652,0.9045657,12.42529,,,2025-08-17T23:29:20.918778,
MUB,,,,,,,,,,,,,,,,3.17,,,,,,,,,,,2025-08-17T23:29:21.156168,
MUC,Financial Services,171.16667,967268736.0,0.045,Asset Management,,1655695872.0,,0.067940004,0.84296995,0.00466,0.023020001,59.914,0.219,0.219,6.25,10.1167,0.583,94183904.0,,0.25,12.2,0.8418033,12.006957,20.553,,2025-08-17T23:29:21.345102,
MUD,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:21.969309,
MUE,Financial Services,35.37037,209317856.0,0.007,Asset Management,,,-0.987,0.36638,0.87482,0.02389,0.02395,52.799,0.07,0.065,6.41,2.1111,0.685,21918100.0,,1.43,11.33,0.842895,12.766214,,,2025-08-17T23:29:22.187915,
MUFG,Financial Services,14.722221,182913597440.0,-0.048,Banks - Diversified,15.436893,-43823942074368.0,0.001,0.23105,0.38261002,0.05943,0.0031299999,,,,3.39,0.4011,0.244,11380299776.0,11269350848.0,2.18,1752.924,0.0090705585,0.03361902,-8.055,,2025-08-17T23:29:22.405035,
MUJ,Financial Services,52.66667,588227200.0,0.001,Asset Management,,,-0.845,0.4354,0.84232,0.029560002,0.022880001,63.598,0.928,0.926,5.86,2.9524,0.54,53185100.0,,0.3,12.813,0.8631859,12.182209,,,2025-08-17T23:29:22.601616,
MULL,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:23.229577,
MULN,Consumer Cyclical,,695574.0,147.497,Auto Manufacturers,0.088,27218570.0,,0.0,-10.81451,-18.51312,-0.84616,,0.253,0.007,,0.0,-9.091,10539000.0,436150.0,0.05,-7148.243,,0.07787777,3.047,-0.119,2025-08-17T23:29:23.439568,
MUNI,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,2025-08-17T23:29:23.665497,
MUNY,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:23.855907,
MUR,Energy,11.779487,3278553856.0,-0.134,Oil & Gas E&P,5.904884,5218661888.0,-0.811,0.10243,0.12826,0.062750004,0.028889999,40.34,0.838,0.719,5.66,0.641,1.109,142732000.0,133686905.0,8.38,36.423,0.63064545,1.1793838,1.877,3.539,2025-08-17T23:29:24.484579,
MURA,Healthcare,,30490944.0,,Biotechnology,-0.34714,-41430128.0,,0.0,0.0,-1.11751,-0.52597,8.8,2.87,2.713,,0.0,,17324400.0,14041566.0,3.06,3.403,0.5171907,,,0.314,2025-08-17T23:29:24.954782,
MUSA,Consumer Cyclical,16.368816,7594839552.0,-0.092,Specialty Retail,14.683701,10155321344.0,0.064,0.0286,0.04976,0.67311996,0.10216,404.674,0.795,0.359,0.54,0.0799,0.424,19292400.0,17419260.0,3.18,33.49,11.754852,0.4428633,0.592,10.082,2025-08-17T23:29:25.453874,
MUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:25.547340,
MUSI,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,2025-08-17T23:29:28.029643,
MUSQ,,31.701027,,,,,,,,,,,,,,0.92,,,,,,,,,,,2025-08-17T23:29:28.541816,
MUST,,,,,,,,,,,,,,,,3.29,,,,,,,,,,,2025-08-17T23:29:31.276470,
MUU,,23.62179,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:29.030471,
MUX,Basic Materials,,550803200.0,-0.016,Other Precious Metals & Mining,-84.833336,608880320.0,,-0.08053,0.00014999999,-0.027929999,-0.0046200003,26.337,2.348,1.733,,0.0,0.884,54106400.0,45562471.0,5.6,8.956,1.1366682,3.2752957,3.621,23.016,2025-08-17T23:29:29.587861,
MVAL,,22.54378,,,,,,,,,,,,,,0.93,,,,,,,,,,,2025-08-17T23:29:30.004470,
MVBF,Financial Services,17.806202,292437952.0,-0.079,Banks - Regional,13.3546505,-30649464.0,-0.516,0.11857,0.13373,0.05728,0.00527,,,,2.96,0.52709997,0.997,12731300.0,11567937.0,1.88,23.777,0.96605957,2.0396292,-0.214,,2025-08-17T23:29:30.219343,
MVF,Financial Services,39.176468,381855744.0,0.018,Asset Management,,,,0.33338,0.88908,0.02262,0.0249,56.685,1.647,1.436,6.49,2.2941,0.533,57335700.0,,1.05,7.83,0.8505747,11.458491,,,2025-08-17T23:29:30.307465,
MVFD,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:30.737840,
MVFG,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:49.056594,
MVIS,Technology,,337080800.0,-0.918,Scientific & Technical Instruments,-2.7317073,296635680.0,,0.0,-73.909676,-1.15112,-0.25548,66.095,2.409,2.137,,0.0,1.422,300964992.0,297958245.0,5.76,0.277,4.043321,130.44922,114.797,-6.41,2025-08-17T23:29:34.893861,
MVLL,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:49.814720,
MVO,Energy,4.626984,67045000.0,-0.159,Oil & Gas E&P,2.8028846,65929052.0,-0.167,0.93902,0.93565005,3.8055499,2.37847,,,,12.69,1.0,-0.121,11500000.0,7608860.0,3.25,0.256,22.773436,4.3621435,4.29,,2025-08-17T23:29:49.998483,
MVPA,,14.934968,,,,,,,,,,,,,,0.78,,,,,,,,,,,2025-08-17T23:29:35.225809,
MVPL,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:35.874345,
MVRL,,,,,,,,,,,,,,,,20.24,,,,,,,,,,,2025-08-17T23:29:36.244394,
MVST,Consumer Cyclical,,886847616.0,0.092,Auto Parts,-13.7,1190401536.0,,-0.2682,0.102869995,-0.27173,0.02024,113.238,0.828,0.43,,0.0,3.032,323667008.0,193526740.0,5.63,1.106,2.4773962,2.0985262,2.817,18.535,2025-08-17T23:29:36.858899,
MVSTW,Consumer Cyclical,,,0.092,Auto Parts,,,,-0.2682,0.102869995,-0.27173,0.02024,113.238,0.828,0.43,,,3.032,,193526740.0,,1.106,0.13652803,,,,2025-08-17T23:29:37.266320,
MVT,Financial Services,44.130432,211743200.0,0.001,Asset Management,,,,0.28072,0.88691,0.01845,0.024489999,54.095,0.064,0.064,6.38,2.7109,0.787,20861400.0,,0.57,12.081,0.84016216,12.577998,,,2025-08-17T23:29:37.877093,
MVV,,20.29111,,,,,,,,,,,,,,0.46,,,,,,,,,,,2025-08-17T23:29:38.267844,
MWA,Industrials,27.914894,4101154560.0,0.066,Specialty Industrial Machinery,20.184616,4208241920.0,0.1,0.10672,0.19642,0.17331,0.09207,51.572,3.862,2.397,1.02,0.28190002,1.175,156294000.0,153847521.0,2.65,5.945,4.413793,2.9354768,3.012,14.437,2025-08-17T23:29:38.887056,
MWG,Industrials,,7272606.0,-0.216,Rental & Leasing Services,,32157606.0,,-0.09187,-0.13284001,-0.13619,-0.0168,181.255,1.451,0.444,,0.0,0.949,33330000.0,10445289.0,0.99,0.603,0.36185738,0.23410179,1.035,-24.399,2025-08-17T23:29:39.270413,
MWYN,Consumer Cyclical,,16218354.0,-0.137,"Furnishings, Fixtures & Appliances",,19920100.0,,-0.39606997,-1.4112899,-1.1287999,-0.19846001,99.833,1.532,0.372,,0.0,,17054000.0,4662735.0,1.11,0.292,3.2568493,1.4604077,1.794,-4.723,2025-08-17T23:29:39.892036,
MX,Technology,,105257320.0,0.026,Semiconductors,0.5602295,31793416.0,,-0.14706999,-0.13939,-0.11948,-0.07052,14.755,4.648,3.505,,0.0,0.841,35924000.0,28813948.0,1.86,7.514,0.3899388,0.44935095,0.136,-1.105,2025-08-17T23:29:40.268117,
MXC,Energy,10.316455,16674899.0,0.05,Oil & Gas E&P,,14242378.0,-0.15,0.22343001,0.18285,0.09126,0.05969,0.607,4.811,4.712,1.23,0.1266,0.138,2046000.0,839146.0,0.24,9.189,0.88693,2.239923,1.913,3.192,2025-08-17T23:29:40.888214,
MXCT,Healthcare,,144985520.0,-0.184,Medical Devices,-3.4871798,36930040.0,,-1.25222,-1.67239,-0.21735,-0.14185001,9.704,12.395,11.451,,0.0,0.268,106607000.0,96174121.0,7.83,1.789,0.7602012,4.055085,1.033,-0.751,2025-08-17T23:29:41.266519,
MXE,Financial Services,,48138296.0,-0.393,Asset Management,,48133996.0,,0.0,0.19775999,-0.26966998,0.01702,,0.094,0.094,2.72,0.1594,0.788,4400210.0,,0.06,11.209,0.97600144,17.090511,17.089,,2025-08-17T23:29:41.901496,
MXF,Financial Services,,262157424.0,0.512,Asset Management,,,-0.459,-2.7914498,0.72062,,,,32.971,0.065,5.5,0.3684,0.902,14420100.0,,0.84,19.465,0.9339841,20.651178,,,2025-08-17T23:29:42.270740,
MXI,,21.140013,,,,,,,,,,,,,,3.09,,,,,,,,,,,2025-08-17T23:29:42.905750,
MXL,Technology,,1331460736.0,0.183,Semiconductors,42.47222,1370510848.0,,-0.55533004,-0.17493,-0.37974998,-0.09122,30.239,1.546,1.004,,0.0,1.694,87080496.0,80977897.0,3.15,5.619,2.721125,3.522243,3.626,-15.605,2025-08-17T23:29:43.268212,
MYCF,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:43.903661,
MYCG,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:44.279559,
MYCH,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:44.906838,
MYCI,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:45.291296,
MYCJ,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:45.910263,
MYCK,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:46.281955,
MYCL,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:46.932977,
MYCM,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:47.313272,
MYCN,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:47.917720,
MYD,Financial Services,59.17647,460079040.0,0.059,Asset Management,,,,0.41397998,0.85659,,,63.314,0.325,0.259,6.5,3.7647,0.728,45733500.0,,0.34,11.804,0.8522535,12.288515,,,2025-08-17T23:29:48.312271,
MYE,Consumer Cyclical,62.000004,603044416.0,-0.048,Packaging & Containers,13.777779,973740800.0,-0.061,0.01203,0.09901,0.03429,0.049829997,144.739,1.773,1.032,3.35,2.0769,1.169,37409700.0,36707172.0,1.71,7.614,2.1171527,0.73071843,1.18,8.669,2025-08-17T23:29:48.963001,
MYFW,Financial Services,18.288136,209712720.0,0.098,Banks - Regional,14.29139,206110752.0,1.344,0.12372,0.15029,0.045760002,0.0038800002,,,,,0.0,0.819,9717920.0,7223817.0,1.2,26.636,0.81018174,2.242581,2.204,,2025-08-17T23:29:49.618500,
MYGN,Healthcare,,531284672.0,0.008,Diagnostics & Research,38.066666,611484800.0,,-0.47449002,-0.05866,-0.70034,-0.0544,39.835,1.422,1.058,,0.0,1.896,93044600.0,85722945.0,6.58,4.169,1.369633,0.63787335,0.734,-34.353,2025-08-17T23:29:50.316495,
MYI,Financial Services,58.11111,695247936.0,0.001,Asset Management,,,-0.986,0.19757,0.88708997,0.01408,0.024249999,64.184,0.096,0.095,6.37,3.7,0.566,66467300.0,,0.35,12.192,0.8579396,11.8018265,,,2025-08-17T23:29:50.466882,
MYLD,,10.6505785,,,,,,,,,,,,,,7.58,,,,,,,,,,,2025-08-17T23:29:50.965547,
MYMF,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:51.255804,
MYMG,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:51.516489,
MYMH,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:51.828316,
MYMI,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:51.808070,
MYMJ,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-17T23:29:52.367301,
MYN,Financial Services,312.33334,358994688.0,0.03,Asset Management,,,,0.41064999,0.87571996,0.02636,0.021930002,60.075,0.527,0.486,6.56,18.8467,0.682,38313200.0,,1.0,11.317,0.8279579,12.166627,,,2025-08-17T23:29:52.860171,
MYND,Consumer Defensive,,28207458.0,-0.464,Education & Training Services,,284579328.0,,-0.35799,-0.23475,-1.40276,-0.06548,274.359,1.135,0.849,,0.0,,45495900.0,37042728.0,0.44,0.623,0.99518454,0.10549538,1.064,-9.862,2025-08-17T23:29:53.134212,
MYNZ,Healthcare,,8102794.0,-0.131,Diagnostics & Research,-2.3918917,2414480.0,,0.0,-23.07209,-4.6581798,-0.80367,54.103,1.318,1.084,,0.0,0.253,4577850.0,2741744.0,0.5,2.607,0.67894125,9.06362,2.701,-0.136,2025-08-17T23:29:53.244242,
MYO,Healthcare,,36856072.0,0.283,Medical Devices,-19.5,33804564.0,,-0.22874,-0.47557,-0.68321997,-0.21219999,70.567,2.386,1.917,,0.0,1.397,37801100.0,29563461.0,3.23,0.466,2.0922747,0.90421957,0.829,-3.831,2025-08-17T23:29:53.446417,
MYPS,Communication Services,,127852920.0,-0.183,Electronic Gaming & Multimedia,102.0,24371722.0,,-0.12004,-0.05775,-0.12317,-0.01604,3.824,3.647,3.372,,0.0,0.891,108888000.0,88847614.0,1.4,1.959,0.5206738,0.4897491,0.093,0.737,2025-08-17T23:29:53.743420,
MYPSW,Communication Services,,,-0.183,Electronic Gaming & Multimedia,,,,-0.12004,-0.05775,-0.12317,-0.01604,3.824,3.647,3.372,,,0.891,,88847614.0,,1.959,0.008218479,,,,2025-08-17T23:29:54.308918,
MYRG,Industrials,38.02731,2809782016.0,0.086,Engineering & Construction,28.869217,2920754176.0,,0.022130001,0.043530002,0.12556,0.0437,22.962,1.328,1.284,,0.0,1.169,15522800.0,15226037.0,4.0,37.573,4.817555,0.8140089,0.846,16.552,2025-08-17T23:29:54.392973,
MYSZ,Technology,,3692665.0,0.014,Software - Application,-1.1226417,-217337.0,,-0.51999,-0.22034,-0.5378,-0.2005,2.549,3.893,2.551,,0.0,,3103080.0,3138472.0,0.45,2.389,0.4981164,0.5447212,-0.032,0.086,2025-08-17T23:29:54.591950,
MYY,,,,,,,,,,,,,,,,4.86,,,,,,,,,,,2025-08-17T23:29:54.750460,
MZTI,Consumer Defensive,29.315445,4970433024.0,0.202,Packaged Foods,25.529594,,0.043,0.08993,0.106120005,0.17772,0.11689,,2.359,1.242,2.11,0.6016,0.483,27569100.0,19863740.0,3.88,36.136,4.9892073,2.6347098,,,2025-08-17T23:29:58.291503,
MZZ,,,,,,,,,,,,,,,,5.94,,,,,,,,,,,2025-08-17T23:29:58.387817,
NA,Technology,,95701504.0,-0.665,Semiconductors,,414601600.0,,-2.6101198,-4.59157,-0.24490999,-0.04541,110.937,1.812,0.533,,0.0,,20712900.0,6792293.0,0.76,26.893,0.15096866,3.9644682,17.175,-7.444,2025-08-17T23:29:58.517024,
NAAS,Consumer Cyclical,,21196202.0,-0.258,Specialty Retail,275.0,21499983872.0,,0.0,-3.96738,,-0.29900998,,0.325,0.16,,0.0,1.74,7707710.0,5507233615.0,0.91,-875.505,-0.0031410444,0.105466336,106.978,-43.314,2025-08-17T23:29:58.620841,
NABL,Technology,767.0,1435026304.0,0.099,Information Technology Services,16.319149,1712514048.0,,0.00593,0.12259,0.00373,0.027409999,45.88,1.235,1.118,,0.0,0.62,187096000.0,72727994.0,3.31,4.298,1.784551,2.974783,3.55,22.795,2025-08-17T23:29:58.701546,
NAC,Financial Services,14.571429,1623780864.0,,Asset Management,,2802594304.0,,1.1343399,0.83546996,0.0845,0.02301,66.126,2.253,2.253,7.86,0.61689997,0.522,144722000.0,,0.86,12.335,0.9096068,12.016844,20.741,,2025-08-17T23:29:59.619261,
NACP,,24.705622,,,,,,,,,,,,,,2.71,,,,,,,,,,,2025-08-17T23:29:59.914001,
NAD,Financial Services,187.33333,2623472128.0,0.026,Asset Management,,4619316736.0,,0.26005,0.85406995,0.01921,0.02325,72.284,1.651,1.651,8.06,15.1,0.593,233404992.0,,0.66,12.031,0.93425316,11.724702,20.644,,2025-08-17T23:30:00.028130,
NAGE,Healthcare,45.545456,799125120.0,0.368,Biotechnology,46.604652,743768000.0,,0.15244001,0.10236,0.37358,0.14315,5.128,3.882,3.161,,0.0,2.125,79753000.0,52564954.0,3.32,0.805,12.447206,6.871062,6.395,42.618,2025-08-17T23:30:00.134677,
NAII,Consumer Defensive,,23726976.0,0.265,Packaged Foods,,8074968.0,0.741,-0.06561,0.07873,-0.10245,-0.03749,20.58,2.51,1.013,,0.0,0.64,6178900.0,4878116.0,6.22,12.996,0.2954755,0.18908519,0.064,-1.743,2025-08-17T23:30:00.222260,
NAIL,,17.381077,,,,,,,,,,,,,,1.64,,,,,,,,,,,2025-08-17T23:30:01.124582,
NAK,Basic Materials,,497620736.0,,Other Industrial Metals & Mining,-45.500004,480347712.0,,0.0,0.0,-1.00417,-0.093260005,8.556,0.319,0.308,,0.0,-0.529,541302016.0,542557000.0,0.79,0.074,12.2972975,,,-24.526,2025-08-17T23:30:01.412682,
NAKA,Healthcare,,103978672.0,-0.361,Medical Care Facilities,,98513072.0,,-2.4408998,-5.85394,-0.81924003,-0.44842997,6.234,12.994,12.3,,0.0,,7606340.0,3566536.0,1.97,1.184,11.545608,46.420376,43.98,-18.286,2025-08-17T23:30:01.535844,
NAKAW,Healthcare,,,-0.361,Medical Care Facilities,,,,-2.4408998,-5.85394,-0.81924003,-0.44842997,6.234,12.994,12.3,,,,,3566536.0,,1.184,12.9222975,,,,2025-08-17T23:30:01.641023,
